metadata: addition UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: partID,overview: additions,locus: locus,locus: from,locus: to,people: author name(s),people: author ID(s),people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: former owner name(s),people: former owner ID(s),people: other person name(s),people: other person ID(s),bibliography: bibl(s),bibliography: title(s),bibliography: ref(s),bibliography: ref URI(s)
King's Pote 191(6)_addition_1,manuscript_12069,,King's Pote 191(6),,manuscript,,Kings_191_6,F.1r: the seal of Polier.,,,,,,,,,,,,,,,,,
King's Pote 192(1)_addition_1,manuscript_12071,,King's Pote 192(1),,manuscript,,Kings_192_1,F.1r: a note about the work and the author.,,,,,,,,,,,,,,,,,
King's Pote 192(1)_addition_2,manuscript_12071,,King's Pote 192(1),,manuscript,,Kings_192_1,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 192(2)_addition_1,manuscript_12072,,King's Pote 192(2),,manuscript,,Kings_192_2,"F.1r: three seals (Mīr Abū ʿAlī Khān Bahādur, 1174; Abū ʿAlī al-Ḥusaynī, 1176) with notes.",,,,,,,,,,,,,,,,,
King's Pote 196_addition_1,manuscript_12076,,King's Pote 196,,manuscript,,Kings_196,F.1v: the heading is in an Indian script (with a note alongside). Many boxes throughout the codex are ruled in double red but remain empty.,,,,,,,,,,,,,,,,,
King's Pote 196_addition_2,manuscript_12076,,King's Pote 196,,manuscript,,Kings_196,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 198_addition_1,manuscript_12078,,King's Pote 198,,manuscript,,Kings_198,Rubrications in red often involve a number before an overlined line of text.,,,,,,,,,,,,,,,,,
King's Pote 2_addition_1,manuscript_12080,,King's Pote 2,,manuscript,,Kings_2,Flyleaf: numerous notes (one dated 4 Muḥarram 1118) and a circular seal (Luṭf Allāh). Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires).,,,,,,,,,,,,,,,,,
King's Pote 20_addition_1,manuscript_12081,,King's Pote 20,,manuscript,,Kings_20,Flyleaf: the collation of quires is given in a note in English in the hand of Henry Bradshaw.,,,,,,,,,,,,,,,,,
King's Pote 200_addition_1,manuscript_12082,,King's Pote 200,,manuscript,,Kings_200,"F.418r (the first): a note explains that the work was originally in Arabic and was translated for Muʿīn al-dīn Pādshāh and given the title al-Risālat al-Muʿīnīya. There is also a seal (Muḥammad ʿAlī... Luṭf Allāh). The manuscript contains numerous diagrams in red ink involving circles, radii and tangents.",,,,,,,,,,,,,,,al-Risālat al-Muʿīnīya,,
King's Pote 201_addition_1,manuscript_12083,,King's Pote 201,,manuscript,,Kings_201,F.1r: numerous notes.,,,,,,,,,,,,,,,,,
King's Pote 205_addition_1,manuscript_12087,,King's Pote 205,,manuscript,,Kings_205,F.1r: a note indicating the manuscript is being collated word by word.,,,,,,,,,,,,,,,,,
King's Pote 205_addition_2,manuscript_12087,,King's Pote 205,,manuscript,,Kings_205,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 206_addition_1,manuscript_12088,,King's Pote 206,,manuscript,,Kings_206,"F.1r: the seal of ʿIbād Allāh, 1188. The manuscript includes diagrams with circles in red and black. There are marginal notes, which are often illegible due to water damage.",,,,,,,,,,,,,,,,,
King's Pote 207_addition_1,manuscript_12089,,King's Pote 207,,manuscript,,Kings_207,F.1r: the seal of Polier (1181). A diagram with concentric circles appears not to have been completed.,,,,,,,,,,,,,,,,,
King's Pote 207_addition_2,manuscript_12089,,King's Pote 207,,manuscript,,Kings_207,"Notes concerning codex: The codex is made up of at least three treatises. About 3/4 of the way through there is a second heading, and on the next folio a second bismillah, and a few folios later there is a fourth heading.",,,,,,,,,,,,,,,,,
King's Pote 208_addition_1,manuscript_12090,,King's Pote 208,,manuscript,,Kings_208,About 1/4 of the way through: a diagram made up of black labels arranged in concentric circles.,,,,,,,,,,,,,,,,,
King's Pote 21_addition_1,manuscript_12092,,King's Pote 21,,manuscript,,Kings_21,"F.1r: 3 seals, 2 of which are Polier's (1181), the other is Khwājah Zayn al-dīn's (in the colophon he is named more fully: al-Tūrānī - the manuscript was copied for him). The manuscript contains numerous marginal notes.",,,,,,,,,,,,,,,,,
King's Pote 211_addition_1,manuscript_12094,,King's Pote 211,,manuscript,,Kings_211,F.1r: the signature of Ant.y Polier. Ff.19-24: a number of finely executed diagrams indicate the stringing of musical instruments. The manuscript contains numerous charts in red and black ink.,,,,,,,,,,,,,,,,,
King's Pote 212_addition_1,manuscript_12095,,King's Pote 212,,manuscript,,Kings_212,F.1r: a note saying that the work was composed on the command of Muḥammad Shāh with a number of named contributors including the teacher of the author. There are many tables in red and black ink and a diagram containing a complex arrangement of circles.,,,,,,,,,,,,,,,,,
King's Pote 213_addition_1,manuscript_12096,,King's Pote 213,,manuscript,,Kings_213,"A note in English has been attached to the upper doublure. Tucked prior to the first page is a typed letter in response to Virgilio Pontecorvo (Italian Embassy, Ceylon) from the librarian, dated August 1966 (with permission to publish). F.1r: numerous notes in nastaʿlīq and shikasta, some with red overlining. 2 rectangular seals of Polier. A purchase note in shikasta is dated 14 Rabīʿ I, year 27 of Muḥammad Shāhi (i.e. 1158 so 16 Apr 1745). Polier's seal partly covers the top right of the note. Also on f.1r: three quatrains in the hand of the scribe [this is almost certainly wrong], ūwo of which were composed by the scribe himself and third was by Ḥakīm Rukna (Rukn al-dīn Masʿud) with the pen name Masīḥ Kāshī who died in 1066 (this information from the much-criticized edition of Muḥammad Nāzim, Berlin, 1928). However, Qazwīnī (1921) argued it is more probable these verses, were added by a later owner. (And they do not even seem to be in a single hand). So this can not be used to help date the manuscript. The codex contains marginal notes in red and in black.",,,,,,,,,,,,,,,,,
King's Pote 213_addition_2,manuscript_12096,,King's Pote 213,,manuscript,,Kings_213,"Notes concerning codex: A note attached to the upper doublure includes a comment signed ""A. R. B."" dated 5.3.1913: ""A copy of the ms. is in the Bodleian Library. After collating the K.C. copy in March 1913, Dr [E.D.] Ross (Calcutta) and Prof. [E.G.] Browne (Cambridge) state that without doubt it is the original ms, and the Bodleian a copy"". There follows a comment signed E.G. Browne: ""For description of the Bodl. ms. see Ethe's cat. of the Persian mss in that library, pp. 9-11. Morley called mention to the King's ms. as early as 1868 in J.R.A.S. iii (new series) p.120. See Barthold's ""Zeitschriften der Saffariden"" in Prof. Noldeke's Festschrift (2nd March 1906), p. 173, no. 5 ..."".",,,,,,,,,,,,,,,,,
King's Pote 214_addition_1,manuscript_12097,,King's Pote 214,,manuscript,,Kings_214,"1st flyleaf: notes including dates: 5 Sha'ban 1155 and Ramaḍān 1175. 2nd flyleaf: inspection note dated 5th Dhu al-Hijjah year 5. F.1r: numerous seals and notes all but one erased (Muhammad Quli) and the price of purchase, 70 rupees, from Shahjahanabad. Reverse of final folio: 2 erased seals and a some notes. End flyleaf: a note. The text is dominated by numerous tables in red and black ink. Many marginal notes.",,,,,,,,,,,,,,,,,
King's Pote 215_addition_1,manuscript_12098,,King's Pote 215,,manuscript,,Kings_215,"F.1r: eight seals, 7 of which are identical (Khudā Bakhsh, 1167), ownership notes (purchased: 22 Shawwal 1197; another note dated 1104; another: from the possessions of Muḥammad Jaʿfar ibn Mīrzā Muḥammad Naṣīr). End flyleaf: a note. Marginal notes in red and black.",,,,,,,,,,,,,,,,,
King's Pote 216_addition_1,manuscript_12099,,King's Pote 216,,manuscript,,Kings_216,"Upper doublure: notes in English signed E.G. Browne (16.4.1921): ""This is a very rare book: the only other ms I know belonged formerly to M. Ch. Schefer, and is now in the Bibliotheque Nationale in Paris. Of this [?] I had a copy made for my own use"". On the flyleaf opposite Browne has added a table of contents, providing folio numbers for chapters 1 to 15 of 27 total. F.1r: octagonal seal dated 1167 (Rājā Kīshūrāv) and some notes. F.256 (end): the same seal.",,,,,,,,,,E.G. Browne; Browne,person_29651479,,,,,,
King's Pote 216_addition_2,manuscript_12099,,King's Pote 216,,manuscript,,Kings_216,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 217_addition_1,manuscript_12100,,King's Pote 217,,manuscript,,Kings_217,"Notes concerning codex: Browne has no entry for this manuscript although it appears in his summary listing, p. 306).",,,,,,,,,,,,,,,,p. 306,https://cudl.lib.cam.ac.uk/view/PR-A-00233-00034-00002/162
King's Pote 219_addition_1,manuscript_12102,,King's Pote 219,,manuscript,,Kings_219,"A seal is repeated on f.358r and on f.358v (Sayyid Muḥsin al-dīn Khān, [1]174).",,,,,,,,,,,,,,,,,
King's Pote 22_addition_1,manuscript_12103,,King's Pote 22,,manuscript,,Kings_22,Occasional marginal corrections.,,,,,,,,,,,,,,,,,
King's Pote 220_addition_1,manuscript_12104,,King's Pote 220,,manuscript,,Kings_220,F.1r: two erased seals and some notes. F.1v: an erased seal. Reverse of final folio: an erased seal.,,,,,,,,,,,,,,,,,
King's Pote 220_addition_2,manuscript_12104,,King's Pote 220,,manuscript,,Kings_220,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 221_addition_1,manuscript_12105,,King's Pote 221,,manuscript,,Kings_221,"Tucked into the manuscript is a letter of 14/11/(18)88 signed Serge d'Oldenburg [of Leningrad] extending over 2.5 pages, beginning: ""The original of the Singhasan Battisi… is the Sanscrit… - the 32 tales of the statues of the throne of Vikr-..aditya King of…. The Sanskrit text came down to us in many recensions... A fourth [Persian] version has for its author Biharimali, the date is 1019 in the reign of Jahangir (the ms of the Kings College Library belongs to this version, although it differs considerably from another ms of this version in the India Office Library 1250 [copied in Lucknow in 1194/1780])..."".",,,,,,,,,,,,,,,,,
King's Pote 223_addition_1,manuscript_12107,,King's Pote 223,,manuscript,,Kings_223,"F.1r: a long note (total of 59 folios, title, author, etc) - the owner is Shaykh Ghulām Muḥammad [ibn] Muḥammadpūrī. The manuscript contains a number of tables in red and black ink.",,,,,,,,,,,,,,,,,
King's Pote 223_addition_2,manuscript_12107,,King's Pote 223,,manuscript,,Kings_223,"Notes concerning codex: Browne has no entry for this manuscript although it appears in his summary listing, p. 306).",,,,,,,,,,,,,,,,p. 306,https://cudl.lib.cam.ac.uk/view/PR-A-00233-00034-00002/162
King's Pote 225_addition_1,manuscript_12109,,King's Pote 225,,manuscript,,Kings_225,C. 20 folios from the end (between works): an erased seal and notes.,,,,,,,,,,,,,,,,,
King's Pote 225_addition_2,manuscript_12109,,King's Pote 225,,manuscript,,Kings_225,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 225_addition_3,manuscript_12109,,King's Pote 225,,manuscript,,Kings_225,Notes concerning codex: The first 8 folios are replacements in a very untidy hand. There is another change of hand and paper after about 70 folios. The manuscript seems to contain multiple short works in the final 20 folios.,,,,,,,,,,,,,,,,,
King's Pote 226_addition_1,manuscript_12110,,King's Pote 226,,manuscript,,Kings_226,F.1r: notes.,,,,,,,,,,,,,,,,,
King's Pote 228_addition_1,manuscript_12112,,King's Pote 228,,manuscript,,Kings_228,F.204 is an inserted diagram bound upside down between folios 203 and 205.,,,,,,,,,,,,,,,,,
King's Pote 228_addition_2,manuscript_12112,,King's Pote 228,,manuscript,,Kings_228,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 23_addition_1,manuscript_12114,,King's Pote 23,,manuscript,,Kings_23,Occasional marginal corrections.,,,,,,,,,,,,,,,,,
King's Pote 230_addition_1,manuscript_12115,,King's Pote 230,,manuscript,,Kings_230,"F.1r: an ownership note (dated 1161) followed by a seal (Muḥammad Amīn al-dīn, 1156). The margins are often filled with dense comments in various hands.",,,,,,,,,,,,,,,,,
King's Pote 230_addition_2,manuscript_12115,,King's Pote 230,,manuscript,,Kings_230,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 231_addition_1,manuscript_12116,,King's Pote 231,,manuscript,,Kings_231,F.1v: numerous notes and erased seals. F.107r: notes and seals (one dated 1181).,,,,,,,,,,,,,,,,,
King's Pote 231_addition_2,manuscript_12116,,King's Pote 231,,manuscript,,Kings_231,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 232_addition_1,manuscript_12117,,King's Pote 232,,manuscript,,Kings_232,F.1r: the seal of ʿIbād Allāh 1188 ; purchased 1177.,,,,,,,,,,,,,,,,,
King's Pote 232_addition_2,manuscript_12117,,King's Pote 232,,manuscript,,Kings_232,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 233_addition_1,manuscript_12118,,King's Pote 233,,manuscript,,Kings_233,F.1r: some notes and a large circular seal (almost illegible - a similar seal of Arshad Khān is found in King's 181; a related seal appears in King's 190 and King's 78). The manuscript contains numerous diagrams in red and black ink.,,,,,,,,,,,,,,,,,
King's Pote 234_addition_1,manuscript_12119,,King's Pote 234,,manuscript,,Kings_234,"F.1r: three seals including a large circular seal (Qāżī Rafīʿ Ibn Kamāl Khādim-i Sharʿ-i Muḥammad) with a prayer in the border. F.375v: a seal after the colophon, which is the same as one on f.1r (dated: 1133).",,,,,,,,,,,,,,,,,
King's Pote 234_addition_2,manuscript_12119,,King's Pote 234,,manuscript,,Kings_234,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 235_addition_1,manuscript_12120,,King's Pote 235,,manuscript,,Kings_235,Many marginal notes.,,,,,,,,,,,,,,,,,
King's Pote 235_addition_2,manuscript_12120,,King's Pote 235,,manuscript,,Kings_235,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 236_addition_1,manuscript_12121,,King's Pote 236,,manuscript,,Kings_236,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 237(1)_addition_1,manuscript_12122,,King's Pote 237(1),,manuscript,,Kings_237_1,"Flyleaves and f.1r: pages of chemical recipes. F.1r: an acquisition note (1110), another (1111). F.197: a note signed Mulla ""12"". Many marginal notes.",,,,,,,,,,,,,,,,,
King's Pote 237(2)_addition_1,manuscript_12123,,King's Pote 237(2),,manuscript,,Kings_237_2,F.1r: two seals and a partially erased note mentioning the court of Shah Jahan. The manuscript contains marginal notes.,,,,,,,,,,,,,,,,,
King's Pote 237(2)_addition_2,manuscript_12123,,King's Pote 237(2),,manuscript,,Kings_237_2,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 238_addition_1,manuscript_12124,,King's Pote 238,,manuscript,,Kings_238,"F.1r: a seal (ʿIbād Allāh, 1188) and many notes. End flyleaf: a seal (Aḥmad Khān, 1186).",,,,,,,,,,,,,,,,,
King's Pote 24_addition_1,manuscript_12126,,King's Pote 24,,manuscript,,Kings_24,Some signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 240_addition_1,manuscript_12127,,King's Pote 240,,manuscript,,Kings_240,"Notes concerning codex: Browne has no entry for this manuscript although it appears in his summary listing, p. 306).",,,,,,,,,,,,,,,,p. 306,https://cudl.lib.cam.ac.uk/view/PR-A-00233-00034-00002/162
King's Pote 241_addition_1,manuscript_12128,,King's Pote 241,,manuscript,,Kings_241,"F.1r: a seal (Muḥammad Bāqir ʿAlawī, 1135) and a note dated 1187. Also a table of contents with folio numbers.",,,,,,,,,,,,,,,,,
King's Pote 243_addition_1,manuscript_12130,,King's Pote 243,,manuscript,,Kings_243,F.1r: notes.,,,,,,,,,,,,,,,,,
King's Pote 244_addition_1,manuscript_12131,,King's Pote 244,,manuscript,,Kings_244,The manuscript contains marginal and interlinear notes.,,,,,,,,,,,,,,,,,
King's Pote 245_addition_1,manuscript_12132,,King's Pote 245,,manuscript,,Kings_245,"F.1r: more than 10 seals (most erased; 2 different seals of Luṭf Allāh one of which is repeated on the final folio, heart shaped) with notes. An acquistion note: 5 rupees in 7 Shaʿbān 1144.",,,,,,,,,,,,,,,,,
King's Pote 246_addition_1,manuscript_12133,,King's Pote 246,,manuscript,,Kings_246,"The manuscript begins with 4 folios with a ruled table of contents (added later). F.1r: 5 seals (Sayyid ʿAlī Ḥusaynī, 1110; Shafīʿ Khān, a murid of ʿĀlamgīr; Shams al-Dawlah Ṣādiq Bahādur, 1135) and some notes (dated to the reign of ʿĀlamgīr).",,,,,,,,,,,,,,,,,
King's Pote 246_addition_2,manuscript_12133,,King's Pote 246,,manuscript,,Kings_246,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 247_addition_1,manuscript_12134,,King's Pote 247,,manuscript,,Kings_247,"Final page: a seal (Kamāl Muḥammad Qāżī, 1170).",,,,,,,,,,,,,,,,,
King's Pote 247_addition_2,manuscript_12134,,King's Pote 247,,manuscript,,Kings_247,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 248(1)_addition_1,manuscript_12135,,King's Pote 248(1),,manuscript,,Kings_248_1,F.1r: purchased at the end of Dhū al-Qaʿdah 1177.,,,,,,,,,,,,,,,,,
King's Pote 248(1)_addition_2,manuscript_12135,,King's Pote 248(1),,manuscript,,Kings_248_1,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 248(2)_addition_1,manuscript_12136,,King's Pote 248(2),,manuscript,,Kings_248_2,F.1r: purchased at the end of Dhū al-Qaʿdah 1177.,,,,,,,,,,,,,,,,,
King's Pote 248(2)_addition_2,manuscript_12136,,King's Pote 248(2),,manuscript,,Kings_248_2,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 248(3)_addition_1,manuscript_12137,,King's Pote 248(3),,manuscript,,Kings_248_3,F.1r: purchased in late Dhū al-Qaʿdah 1196.,,,,,,,,,,,,,,,,,
King's Pote 248(3)_addition_2,manuscript_12137,,King's Pote 248(3),,manuscript,,Kings_248_3,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 250_addition_1,manuscript_12140,,King's Pote 250,,manuscript,,Kings_250,Flyleaf: a long note (Muḥammad Amīn al-dīn) and an erased seal. F.1r: a note and erased seal. The manuscript contains many marginal and interlinear notes (including sketched diagrams). The 3rd work contains a diagram in red ink.,,,,,,,,,,,,,,,,,
King's Pote 251_addition_1,manuscript_12141,,King's Pote 251,,manuscript,,Kings_251,"Flyleaf: a note. F.1r: two erased seals with notes (inspected by Qulī Khān Bahādur on 17 Jumādā II, year 20 of Muḥammad Shāh; inspected again 11 Ṣafar 1140). Final folio: 2 erased seals.",,,,,,,,,,,,,,,,,
King's Pote 251_addition_2,manuscript_12141,,King's Pote 251,,manuscript,,Kings_251,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 252_addition_1,manuscript_12142,,King's Pote 252,,manuscript,,Kings_252,"F.1r: the seal of ʿIbād Allāh (1188). End flyleaf: a note: Żiyāʾ al-Dawla Navāb Bahādur, 1168; another note is dated 20 Muḥarram, year 3 of ʿĀlamgīr.",,,,,,,,,,,,,,,,,
King's Pote 255_addition_1,manuscript_12145,,King's Pote 255,,manuscript,,Kings_255,"F.1r: an inspection note dated 10 Dhū al-Ḥijjah 1154 (a rectangular stamp was probably scribbled over at that date). A second stamp on the same page is dated 1164. The manuscript contains many marginal notes in other hands, in red and in black.",,,,,,,,,,,,,,,,,
King's Pote 255_addition_2,manuscript_12145,,King's Pote 255,,manuscript,,Kings_255,Collated with ṣaḥḥa in black (another hand) and multiple sigla.,,,,,,,,,,,,,,,,,
King's Pote 256(1)_addition_1,manuscript_12146,,King's Pote 256(1),,manuscript,,Kings_256_1,The folio prior to a table of contents: two erased seals and two notes. F.1r: two erased seals. The manuscript contains marginal notes.,,,,,,,,,,,,,,,,,
King's Pote 26_addition_1,manuscript_12148,,King's Pote 26,,manuscript,,Kings_26,Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires).,,,,,,,,,,,,,,,,,
King's Pote 26_addition_2,manuscript_12148,,King's Pote 26,,manuscript,,Kings_26,Corrected (ṣaḥḥa).,,,,,,,,,,,,,,,,,
King's Pote 27_addition_1,manuscript_12149,,King's Pote 27,,manuscript,,Kings_27,Interlinear translations of Arabic quotations (e.g. Qur'an) into Persian. Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires).,,,,,,,,,,,,,,,,,
King's Pote 28_addition_1,manuscript_12150,,King's Pote 28,,manuscript,,Kings_28,Numerous marginal and interlinear notes.,,,,,,,,,,,,,,,,,
King's Pote 29_addition_1,manuscript_12151,,King's Pote 29,,manuscript,,Kings_29,"Flyleaf: a seal (1175, Ghulām Nabī Khān). Following the colophon there are more than 2 pages of notes.",,,,,,,,,,,,,,,,,
King's Pote 29_addition_2,manuscript_12151,,King's Pote 29,,manuscript,,Kings_29,Collated.,,,,,,,,,,,,,,,,,
King's Pote 3_addition_1,manuscript_12152,,King's Pote 3,,manuscript,,Kings_3,"Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). F.1r: Polier's seal (1181). F.246: an unusual 8-lobed seal, all but erased.",,,,,,,,,,,,,,,,,
King's Pote 3_addition_2,manuscript_12152,,King's Pote 3,,manuscript,,Kings_3,Collated by scribe - numerous marks of ṣaḥḥa.,,,,,,,,,,,,,,,,,
King's Pote 30_addition_1,manuscript_12153,,King's Pote 30,,manuscript,,Kings_30,Flyleaf: the seal of Polier (1181).,,,,,,,,,,,,,,,,,
King's Pote 31(1)_addition_1,manuscript_12154,,King's Pote 31(1),,manuscript,,Kings_31_1,"Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). Flyleaf: two seals, Polier's (1181) and another dated 1166 (with Qur'anic verse).",,,,,,,,,,,,,,,,,
King's Pote 31(1)_addition_2,manuscript_12154,,King's Pote 31(1),,manuscript,,Kings_31_1,Collated.,,,,,,,,,,,,,,,,,
King's Pote 31(2)_addition_1,manuscript_12155,,King's Pote 31(2),,manuscript,,Kings_31_2,Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). Flyleaf: the seal of Polier (1181).,,,,,,,,,,,,,,,,,
King's Pote 31(3)_addition_1,manuscript_12156,,King's Pote 31(3),,manuscript,,Kings_31_3,Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). Flyleaf: a seal (Khayr Andīsh).,,,,,,,,,,,,,,,,,
King's Pote 31(3)_addition_2,manuscript_12156,,King's Pote 31(3),,manuscript,,Kings_31_3,Notes concerning codex: The codex contains volumes 3 and 4 bound together.,,,,,,,,,,,,,,,,,
King's Pote 32_addition_1,manuscript_12157,,King's Pote 32,,manuscript,,Kings_32,Flyleaf: Polier's seal (1181) along with an erroneous note about the scribe.,,,,,,,,,,,,,,,,,
King's Pote 33(2)_addition_1,manuscript_12159,,King's Pote 33(2),,manuscript,,Kings_33_2,The seal of Polier (1181) and two others (one a square Indian seal).,,,,,,,,,,,,,,,,,
King's Pote 34_addition_1,manuscript_12160,,King's Pote 34,,manuscript,,Kings_34,The manuscript contains many marginal and interlinear notes.,,,,,,,,,,,,,,,,,
King's Pote 34_addition_2,manuscript_12160,,King's Pote 34,,manuscript,,Kings_34,Collated.,,,,,,,,,,,,,,,,,
King's Pote 35_addition_1,manuscript_12161,,King's Pote 35,,manuscript,,Kings_35,F.1r: the seal of Polier (1181).,,,,,,,,,,,,,,,,,
King's Pote 36_addition_1,manuscript_12162,,King's Pote 36,,manuscript,,Kings_36,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 38_addition_1,manuscript_12164,,King's Pote 38,,manuscript,,Kings_38,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 39_addition_1,manuscript_12165,,King's Pote 39,,manuscript,,Kings_39,The manuscript contains numerous marginal notes.,,,,,,,,,,,,,,,,,
King's Pote 39_addition_2,manuscript_12165,,King's Pote 39,,manuscript,,Kings_39,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 4_addition_1,manuscript_12166,,King's Pote 4,,manuscript,,Kings_4,Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires).,,,,,,,,,,,,,,,,,
King's Pote 4_addition_2,manuscript_12166,,King's Pote 4,,manuscript,,Kings_4,Collated with ṣaḥḥa.,,,,,,,,,,,,,,,,,
King's Pote 41_addition_1,manuscript_12168,,King's Pote 41,,manuscript,,Kings_41,"F.1r: a seal (Maḥmūd, 1041).",,,,,,,,,,,,,,,,,
King's Pote 42_addition_1,manuscript_12169,,King's Pote 42,,manuscript,,Kings_42,"Flyleaf: A note in neat nastaʿlīq provides a description of the content: the biography of 34 Indian rulers, beginning from Sulṭān Muʿiz al-dīn Sām, known as Shihāb al-dīn Ghūrī to Bābur Shāh, biographies of Mughal dynasty rulers from Ẓahīr al-dīn Bābur Pādshāh up to the enthronement of Aurangzeb, biographies of rulers of Kashmir, Sind, Bengal, Jaunpur, Gujarat and Deccan, which are classified in four groups: first Bahmani, Nizam al-mulki, Adil Khani, Qutb al-mulki; at the end there is a section on the lives of poets.",,,,,,,,,,,,,,,,,
King's Pote 43_addition_1,manuscript_12170,,King's Pote 43,,manuscript,,Kings_43,F.1r: the seal of Polier (1181).,,,,,,,,,,,,,,,,,
King's Pote 43_addition_2,manuscript_12170,,King's Pote 43,,manuscript,,Kings_43,"Notes concerning codex: Browne has no entry for this manuscript although it appears in his summary listing, p. 300).",,,,,,,,,,,,,,,,p. 300,https://cudl.lib.cam.ac.uk/view/PR-A-00233-00034-00002/159
King's Pote 44_addition_1,manuscript_12171,,King's Pote 44,,manuscript,,Kings_44,"Marginal notes. A note at the end states the manuscript was in the hands of Gul Muḥammad b. Muḥammad Fażil before he sold it, in 20 Jumādā II, 1173 (8 Feb 1760).",,,,,,,,,,,,,,,,,
King's Pote 45_addition_1,manuscript_12172,,King's Pote 45,,manuscript,,Kings_45,"Flyleaf: a seal (ʿIbād Allāh, 1188).",,,,,,,,,,,,,,,,,
King's Pote 46_addition_1,manuscript_12173,,King's Pote 46,,manuscript,,Kings_46,Interlinear notes and translations.,,,,,,,,,,,,,,,,,
King's Pote 47_addition_1,manuscript_12174,,King's Pote 47,,manuscript,,Kings_47,"F.2r: the seal of Polier (1181). A note states that transcription began on Tuesday Rabīʿ II (no year) - ""this is a reliable ms of the work Shāh ʿĀlam nāmah written by Niʿmat Khān ʿĀlī"".",,,,Niʿmat Khān ʿĀlī,person_f2427,,,,,,,,,,Shāh ʿĀlam nāmah,,
King's Pote 48_addition_1,manuscript_12175,,King's Pote 48,,manuscript,,Kings_48,First flyleaf: erased seal. F.1r: the seal of Polier (1181). Second flyleaf: another seal with numerous notes. Within the manuscript there are many marginal notes frequently explaining difficult words.,,,,,,,,,,,,,,,,,
King's Pote 48_addition_2,manuscript_12175,,King's Pote 48,,manuscript,,Kings_48,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 5_addition_1,manuscript_12177,,King's Pote 5,,manuscript,,Kings_5,"First flyleaf: an erased seal. Flyleaf: an English note in the hand of Henry Bradshaw gives details of the collation (of quires). F.1r: the seal of Polier (1181). F.1v: a note states the work was written (i.e. composed) by Abū al-Faẓl. The manuscript contains numerous charts in red and black, e.g. ff.44-49 (prices of ingredients for recipes) and ff.75-9 (weaponry).",,,,,,,,,,,,,,,,,
King's Pote 50_addition_1,manuscript_12178,,King's Pote 50,,manuscript,,Kings_50,"F.1r: the seal of ʿAbd al-Shakūr, 1049 (and the same seal appears on the final page); also, an ownership note in the hand of ʿAbd al-Shakūr Turābī Ijmīrī, 1052 (less than two decades after the translation was made).",,,,,,,,,,,,,,,,,
King's Pote 50_addition_2,manuscript_12178,,King's Pote 50,,manuscript,,Kings_50,Note on the flyleaf states that the manuscript has been repeatedly collated.,,,,,,,,,,,,,,,,,
King's Pote 51_addition_1,manuscript_12179,,King's Pote 51,,manuscript,,Kings_51,"F.1r: a seal, partially erased. The manuscript contains marginal notes.",,,,,,,,,,,,,,,,,
King's Pote 51_addition_2,manuscript_12179,,King's Pote 51,,manuscript,,Kings_51,Signs of collation.,,,,,,,,,,,,,,,,,
King's Pote 56_addition_1,manuscript_12184,,King's Pote 56,,manuscript,,Kings_56,"Upper doublure: a note in English states the ms was written in 829 (author of note: Jalāl Matīnī, c.1967). F.93r: a circular seal (ʿAbduhu Iskandar Khān).",,,,,,,,,,,,,,,,,
