metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,origin: not before,origin: not after,origin: country,origin: region,origin: settlement,origin: org,provenance: overview,provenance: former owner name(s),provenance: named place(s),acquisition: overview,acquisition: not before,acquisition: not after,acquisition: former owner name(s),acquisition: donor name(s),contents: lang(s),contents: lang code(s),contents: n items and parts,contents: title(s),contents: standard title(s),contents: subject(s),contents: author(s) referenced,music: notation,decoration: type(s),codicology: form,codicology: condition,codicology: support,codicology: watermark,codicology: extent,codicology: core folios,codicology: endleaves,codicology: later endleaves,codicology: collation,codicology: main structure,codicology: structures,codicology: foliation,palaeography: hands,palaeography: script,palaeography: main script,palaeography: execution,palaeography: medium,binding: overview,binding: contemporary,binding: not before,binding: not after,binding: certainty,binding: max height,binding: min height,binding: max width,binding: min width,binding: max depth,binding: min depth,binding: unit,leaves: max height,leaves: min height,leaves: max width,leaves: min width,leaves: unit,text block: max cols,text block: min cols,text block: max height,text block: min height,text block: max width,text block: min width,text block: unit,text block: max lines,text block: min lines,text block: medium,text block: top line
manuscript_3831,,Islamic_Arabic_291,,manuscript,,Islamic_Arabic_291,1904,1928,,,,,Its owner and writer ʿAbdarraḥīm ibn al-Ḥajj Aḥmad Manṣūr al-Sayfī al-Ḥalabī began work in 1322 and finished it many years later. On fol. 74r a visit paid by him in 1346 to the town of Kilis is mentioned.,ʿAbdarraḥīm ibn al-Ḥajj Aḥmad Manṣūr al-Sayfī al-Ḥalabī,Kilis,,,,,,,ar,1.0,Majmūʿat al-fawāʾid,,,,,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,13.8,13.8,9.8,9.8,cm,1.0,1.0,,,,,,16.0,16.0,,
manuscript_3992,,Islamic_Arabic_939,,manuscript,,Islamic_Arabic_939,1801,1900,,,,,,,,,,,,,,ar,1.0,Kitāb al-Mawāqif; كتاب المواقف,,,"ʿAbd al-Qādir ibn Muḥyī al-Dīn, Amir of Mascara, 1807?-1883 عبد القادر الجزائري، الأمير، 1222-1300 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,22.6,22.6,15.8,15.8,cm,1.0,1.0,,,,,,29.0,29.0,,
manuscript_3941,,Islamic_Arabic_656,,manuscript,,Islamic_Arabic_656,1776,1776,,,,,,,,,,,,,,ar,1.0,Al-sabʿīyāt fī mawāʿiẓ al-barīyāt,,,"Abū Naṣr Muḥammad ibn ʿAbd al-Raḥmān al-Hamadhānī, -1493",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,19.5,19.5,14.2,14.2,cm,1.0,1.0,,,,,,11.0,11.0,,
manuscript_3983,,Islamic_Arabic_871,,manuscript,,Islamic_Arabic_871,1601,1667,,,,,Owner's note dated 1078,,,,,,,,,ar,1.0,Tarjumān al-ashwāq; ترجمان الأشواق,,,"Ibn al-ʿArabī, 1165-1240 ابن العربي، 560-638 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,20.2,20.2,14.1,14.1,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_3640,,Islamic_Arabic_1142,,manuscript,,Islamic_Arabic_1142,1859,1859,,,,,,,,,,,,,,ar,1.0,Zahr al-kimām fī Qiṣṣat Yūsuf ʿalayh al-salām; زهر الكمام في قصة سيدنا يوسف عليه السلام,,,"Awsī, ʿUmar ibn Ibrāhīm, -1350 or 1351 المرسي، عمر بن إبراهيم، ت. 751 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,22.5,22.5,16.1,16.1,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_3981,,Islamic_Arabic_859,,manuscript,,Islamic_Arabic_859,1829,1829,,,,,,,,,,,,,,ar,2.0,Dustūr uṣūl ʿilm al-mīqāt wa-natījāt al-naẓar fī taḥrīr al-auqāt; (Probably) Asmā al-mawāhib fī taqwīm al-kawākib,,,"Razzāz, Riḍwān ibn ʿAbd Allāh, -1710 رزاز، رضوان افندي ; Razzāz, Riḍwān ibn ʿAbd Allāh, -1710 رزاز، رضوان افندي",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,23.8,23.8,16.6,16.6,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_3887,,Islamic_Arabic_468,,manuscript,,Islamic_Arabic_468,1601,1685,,,,,Ownder's note dated 1096,,,,,,,,,ar,1.0,Fatḥ al-dhakhāʾir wa-al-aghlāq ʿan wajh tarjumān al-ashwāq; Tarjumān al-ashwāq,,,"Ibn al-ʿArabī, 1165-1240 ابن العربي، 560-638 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,19.7,19.7,14.8,14.8,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_3696,,Islamic_Arabic_1354,,manuscript,,Islamic_Arabic_1354,1770,1770,,,,,,,,,,,,,,ar,1.0,al-Futūḥāt al-Makkīyah fī maʿrifat al-asrār al-malakīyah; الفتوحات المكية,,,"Ibn al-ʿArabī, 1165-1240 ابن العربي، 560-638 هـ",,rubrication illustration border,codex,"Sewing of the manuscript is broken with many gatherings loose from the binding. Some discolouration throughout, old water damage to edges resulting in woolly paper fraying at edges, but without significant damage to text.",chart,,,,,,,,,"Catchwords on each leaf, lower left verso Modern foliation in pencil, upper left recto.",,naskh,naskh,,,,,,,,,,,,,,,32.2,32.2,21.1,21.1,cm,1.0,1.0,,,,,,29.0,29.0,,
manuscript_3899,,Islamic_Arabic_495,,manuscript,,Islamic_Arabic_495,1470,1470,,,,,,,,,,,,,,ar,1.0,Al-tadhkirah bi-aḥwāl al-mawtā wa-aḥwāl al-ākhirah,,,"Qurṭubī, Muḥammad ibn Aḥmad, -1273 القرطبي، محمد بن أحمد، ت. 671 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,27.0,27.0,18.4,18.4,cm,1.0,1.0,,,,,,23.0,23.0,,
manuscript_3715,,Islamic_Arabic_1418,,manuscript,,Islamic_Arabic_1418,1701,1800,,,,,,,,,,,,,,ar,1.0,"A handbook of the Qādirī Sufi order containing praise for the founder ʿAbd al-Qādir al-Jīlānī, ?-1166 , and excerpts from his writingsالجيلاني، عبد القادر بن موسى، 471-561 هـ",,,Anonymous,,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,18.6,18.6,13.0,13.0,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_3691,,Islamic_Arabic_1342,,manuscript,,Islamic_Arabic_1342,1687,1687,,,,,,,,,,,,,,ar,1.0,Taʾrīkh al-khamīs fī aḥwāl anfas al-nafīs; تاريخ الخميس في احوال انفس النفيس,,,"Diyārbakrī, Ḥusayn ibn Muḥammad, d. 1558 or 9 الديار بكري، حسين بن محمد بن الحسن",,rubrication illustration border,codex,"Top of pages slightly stained, flap binding worn, otherwise good condition.",chart,,,,,,,,,"Original foliation in black ink with eastern Arabic numerals, top left recto. Catchwords on each leaf, lower left verso.",,naskh,naskh,,,,,,,,,,,,,,,30.2,30.2,20.3,20.3,cm,1.0,1.0,,,,,,25.0,25.0,,
manuscript_3849,,Islamic_Arabic_324,,manuscript,,Islamic_Arabic_324,1801,1900,,,,,,,,,,,,,,ar,1.0,Sharḥ waṣīyat al-Matbūlī; شرح وصية المتبولي; Waṣīyah وصية,,,Anonymous,,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,19.1,19.1,13.1,13.1,cm,1.0,1.0,,,,,,21.0,21.0,,
manuscript_3844,,Islamic_Arabic_318,,manuscript,,Islamic_Arabic_318,1859,1859,,,,,,,,,,,,,,ar,1.0,Manhaj al-sālik ʿalá Alfīyat Ibn Malik; منهج السالك الى الفية ابن مالك; Alfīyah الفية,,,"Ushmūnī, ʿAlī ibn Muḥammad, 1435-1494 or 1495 الأشموني، علي بن محمد، 838-حو. 900 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,23.2,23.2,15.9,15.9,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_3708,,Islamic_Arabic_1381,,manuscript,,Islamic_Arabic_1381,1701,1800,,,,,,,,,,,,,,ar,2.0,Man ghābà ʿanhu al-muṭrib; Kifāyà fī al-kināyah,,,"Thaʿālibī, ʿAbd al-Malik ibn Muḥammad, 961 or 962-1037 or 1038 الثعالبي، عبد الملك بن محمد، 350-429 هـ ; Thaʿālibī, ʿAbd al-Malik ibn Muḥammad, 961 or 962-1037 or 1038 الثعالبي، عبد الملك بن محمد، 350-429 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,21.2,21.2,14.9,14.9,cm,1.0,1.0,,,,,,17.0,17.0,,
manuscript_3762,,Islamic_Arabic_1626,,manuscript,,Islamic_Arabic_1626,1824,1830,,,,,,,,,,,,,,ar,3.0,al-Kāfiyah; الكافية; Iẓhār al-asrār; Al-ʿawāmil al-jadīdah,,,"Ibn al-Ḥājib, ʿUthmān ibn ʿUmar, 1175-1249 ابن الحاجب، عثمان بن عمر، 570-646 هـ ; Birgivî Mehmet Efendi, approximately 1522-1573 البركلي، محمد بن بير علي، 929-981 هـ ; Birgivî Mehmet Efendi, approximately 1522-1573 البركلي، محمد بن بير علي، 929-981 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,17.3,17.3,12.7,12.7,cm,1.0,1.0,,,,,,11.0,11.0,,
manuscript_3659,,Islamic_Arabic_1197,,manuscript,,Islamic_Arabic_1197,1797,1797,,,,,,,,,,,,,,ar,1.0,Kitāb al-wujūh wa-al-naẓāʾir; كتاب الوجوه و النظاير,,,"Dāmaghānī, Ḥusayn ibn Muḥammad, 1007-1085 الدامغاني، محمد بن علي، 398-478 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,"Original foliation with catchwords on each leaf, lower left verso Modern foliation in pencil, upper left recto",,naskh,naskh,,,,,,,,,,,,,,,20.6,20.6,14.9,14.9,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_3652,,Islamic_Arabic_1183,,manuscript,,Islamic_Arabic_1183,1445,1445,,,,,,,,,,,,,,ar,1.0,Ḥāshiyah ʿalā al-Kashshāf; Kashshāf,,,Anonymous,,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,18.6,18.6,13.6,13.6,cm,1.0,1.0,,,,,,21.0,21.0,,
manuscript_3598,,Islamic_Arabic_1034,,manuscript,,Islamic_Arabic_1034,1859,1860,,,,,,,,,,,,,,ar,1.0,Commentary; Tafsīr al-Jalālayn تفسير الجلالين,,,"Aḥmad ibn Muḥammad al-Khalwatī al-Ṣāwī, d. 1241/1825",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,21.3,21.3,16.1,16.1,cm,1.0,1.0,,,,,,21.0,21.0,,
manuscript_3956,,Islamic_Arabic_720,,manuscript,,Islamic_Arabic_720,1750,1850,,,,,,,,,,,,,,ar,1.0,Faṣl al-maqāl ʿalā naẓm ibn Ghāzī fawāṣil al-mumāl; فصل المقال على نطم ابن غازي فواصل الممال; Inshād al-sharīd fī ḍawāll al-qaṣīd,,,"Abū al-Faḍāʾil Ḥasan ibn ʿAlī al- ʿAwḍī al-Badrī, d. 1214/1800 al-Muqriʾ ibn al-Muqriʾ ابو الفضائل حسن بن علي العوضي البدري",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,22.4,22.4,14.9,14.9,cm,1.0,1.0,,,,,,23.0,23.0,,
manuscript_3830,,Islamic_Arabic_287,,manuscript,,Islamic_Arabic_287,1671,1671,,,,,,,,,,,,,,ar,1.0,Sharh al-Ājurrūmīyah; شرح الآجرومية; al-Ājurrūmīyah الآجرومية,,,"Jibrīl, Zayn al-Dīn Muḥammad active 1644",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,21.3,21.3,15.3,15.3,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_3833,,Islamic_Arabic_293,,manuscript,,Islamic_Arabic_293,1801,1900,,,,,,,,,,,,,,ar,1.0,Risālat nūr al-muẓahhar fī ṭarīqat sayyidī al-Shaykh al-Akbar; رسالة نور المظهر في طريقة سيدي الشيخ الاكبر,,,"Arwādī, Aḥmad ibn Sulaymān, -ca 1858 الأروادي، أحمد بن سليمان، ت. حو. 1275 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,23.8,23.8,16.6,16.6,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_3669,,Islamic_Arabic_1236,,manuscript,,Islamic_Arabic_1236,1653,1653,,,,,,,,,,,,,,ar,1.0,al-Shaqāʾiq al-Nuʿmānīyah fī ʿulāmāʾ al-dawlah al-ʿUthmānīyah; الشقائق النعمانية في علماء الدولة العثمانية,,,"Ṭāshkubrīʹzādah, Aḥmad ibn Muṣṭafá, 1495-1561 احمد بن مصطفى طاشكوپريزاده",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,20.0,20.0,11.6,11.6,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_3811,,Islamic_Arabic_250,,manuscript,,Islamic_Arabic_250,1662,1662,,,,,,,,,,,,,,ar,1.0,Anwār al-tanzīl wa-asrār al-taʾwīl; انوار التنزيل واسرار التاويل,,,"Bayḍāwī, ʿAbd Allāh ibn ʿUmar, d. 1286? البيضاوى، عبدالله بن عمر",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,27.8,27.8,19.3,19.3,cm,1.0,1.0,,,,,,33.0,33.0,,
manuscript_3907,,Islamic_Arabic_537,,manuscript,,Islamic_Arabic_537,1659,1660,,,,,,,,,,,,,,ar,1.0,al-Sunan; السنن,,,"Abū Dāʾūd Sulaymān ibn al-Ashʿath al-Sijistānī, 817 or 818-889 أبو داود، 202-275 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,29.6,29.6,21.4,21.4,cm,1.0,1.0,,,,,,47.0,47.0,,
manuscript_3812,,Islamic_Arabic_251,,manuscript,,Islamic_Arabic_251,1662,1662,,,,,,,,,,,,,,ar,1.0,Anwār al-tanzīl wa-asrār al-taʾwīl; انوار التنزيل واسرار التاويل,,,"Bayḍāwī, ʿAbd Allāh ibn ʿUmar, d. 1286? البيضاوى، عبدالله بن عمر",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,27.8,27.8,19.3,19.3,cm,1.0,1.0,,,,,,33.0,33.0,,
manuscript_3906,,Islamic_Arabic_523,,manuscript,,Islamic_Arabic_523,1601,1700,,,,,,,,,,,,,,ar,1.0,Al-ḥiṣn al-ḥaṣīn min kalām Sayyid al-Mursalīn; الحصن الحصين من كلام سيد المرسلين,,,"Ibn al-Jazarī, Muḥammad ibn Muḥammad, 1350-1429 ابن الجزري، محمد بن محمد، 751-833 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,18.1,18.1,12.1,12.1,cm,1.0,1.0,,,,,,13.0,13.0,,
manuscript_3744,,Islamic_Arabic_1545,,manuscript,,Islamic_Arabic_1545,1701,1800,,,,,,,,,,,,,,ar,2.0,Ḥirz al-amānī wa-wajh al-tahānī; Al-qaṣīdah al-Shāṭibīyah; حرز الاماني و وجه التهاني; ʿAqīlat atrāb al-qaṣāʾid fī asnā al-maqāṣid,,,"Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194 الشاطبي، القاسم بن فيرة، 538-590 هـ ; Shāṭibī, al-Qāsim ibn Fīrruh, 1144-1194 الشاطبي، القاسم بن فيرة، 538-590 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,19.6,19.6,14.2,14.2,cm,1.0,1.0,,,,,,17.0,17.0,,
manuscript_3832,,Islamic_Arabic_292,,manuscript,,Islamic_Arabic_292,1859,1859,,,,,,,,,,,,,,ar,1.0,Risālah fī ʿilm al-bayān; Risālah fī al-istiʿārāt,,,"Ṣabbān, Muḥammad ibn ʿAlī, -1791 or 1792 الصبان، محمد بن علي، ت. 1206 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,22.6,22.6,16.2,16.2,cm,1.0,1.0,,,,,,17.0,17.0,,
manuscript_3599,,Islamic_Arabic_1035,,manuscript,,Islamic_Arabic_1035,1866,1867,,,,,,,,,,,,,,ar,1.0,Commentary; Tafsīr al-Jalālayn تفسير الجلالين,,,"Aḥmad ibn Muḥammad al-Khalwatī al-Ṣāwī, d. 1241/1825",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,21.3,21.3,16.1,16.1,cm,1.0,1.0,,,,,,21.0,21.0,,
manuscript_3678,,Islamic_Arabic_127,,manuscript,,Islamic_Arabic_127,1875,1875,,,,,,,,,,,,,,ar,1.0,Sharḥ al-fuṣūl al-Fikrīyah; Al-durar al-zakīyah fī ḥall alfāẓ al-fuṣūl al-Fikrīyah; شرح الفصول الفكرية; al-fuṣūl al-Fikrīyah,,,Muḥammad al-Bayyūmī al-ʿAzharī محمد البيوي الازهري,,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,24.6,24.6,17.2,17.2,cm,1.0,1.0,,,,,,32.0,32.0,,
manuscript_3639,,Islamic_Arabic_1141,,manuscript,,Islamic_Arabic_1141,1789,1789,,,,,,,,,,,,,,ar,1.0,Al-nāsikh wa-al-mansūkh fī al-qurʾān; ناسخ و المنسوخ فى القرآن,,,"Hibat Allāh ibn Salāmah, -1019 ابن سلامة، هبة الله، ت. 410 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,13.5,13.5,10.2,10.2,cm,1.0,1.0,,,,,,9.0,9.0,,
manuscript_3764,,Islamic_Arabic_1633,,manuscript,,Islamic_Arabic_1633,1801,1900,,,,,,,,,,,,,,ar,1.0,l-Kāfī fī ʿilmay al-ʿarūḍ wa-al-qawāfī; الكافي في علمي العروض والقوافي,,,"Khawwāṣ, Aḥmad ibn ʿAbbād, 1378?-1454 الخواص، أحمد بن عباد، 780؟-858 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,21.8,21.8,15.7,15.7,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_3984,,Islamic_Arabic_872,,manuscript,,Islamic_Arabic_872,1701,1800,,,,,,,,,,,,,,ar,1.0,A historical religious handbook; Majmūʿ fawāʾid,,,Anonymous,,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,15.3,15.3,10.3,10.3,cm,1.0,1.0,,,,,,19.0,19.0,,
manuscript_3645,,Islamic_Arabic_1155,,manuscript,,Islamic_Arabic_1155,1883,1883,,,,,,,,,,,,,,ar,2.0,Hidāyat al-ʿāmil; Risālah fī al-rubʿ al-mujayyab,,,"Sibṭ al-Māridīnī, Badr al-Dīn Muḥammad ibn Muḥammad, 1423- أسبط المارديني، محمد بن محمد، 826-912 هـ ; Sibṭ al-Māridīnī, Badr al-Dīn Muḥammad ibn Muḥammad, 1423- أسبط المارديني، محمد بن محمد، 826-912 هـ",,rubrication illustration border other,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,20.7,20.7,14.2,14.2,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_3647,,Islamic_Arabic_1169,,manuscript,,Islamic_Arabic_1169,1696,1696,,,,,,,,,,,,,,ar,1.0,al-ishārāt fī ʿilm al-ʿibārāt; الاشارات في علم العبارات,,,"Ibn Shāhīn, Khalīl, 1410 or 11-1468 or 9 شيخ خليل بن شاهين الظاهرى",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,20.3,20.3,15.1,15.1,cm,1.0,1.0,,,,,,23.0,23.0,,
manuscript_3883,,Islamic_Arabic_457,,manuscript,,Islamic_Arabic_457,1801,1900,,,,,,,,,,,,,,ar,1.0,al-iʿlām fī wafayāt al-aʿlām; الإعلام في وفيات الأعلام; Tadhkirat al-ḥuffāẓ,,,"Ibn Bardis, Ismāʿīl ibn Muḥammad, 1320 or 1321-1384 or 1385 ابن بردس، إسماعيل بن محمد، 720-786 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,20.4,20.4,14.1,14.1,cm,1.0,1.0,,,,,,18.0,18.0,,
manuscript_3692,,Islamic_Arabic_1343,,manuscript,,Islamic_Arabic_1343,1687,1687,,,,,,,,,,,,,,ar,1.0,Taʾrīkh al-khamīs fī aḥwāl anfas al-nafīs; تاريخ الخميس في احوال انفس النفيس,,,"Diyārbakrī, Ḥusayn ibn Muḥammad, d. 1558 or 9 الديار بكري، حسين بن محمد بن الحسن",,rubrication illustration border,codex,"Pages slightly stained, some repaired. Flap binding worn, otherwise good condition.",chart,,,,,,,,,"Catchwords on each leaf, lower left verso. Modern foliation in pencil, upper left recto.",,naskh,naskh,,,,,,,,,,,,,,,30.2,30.2,20.3,20.3,cm,1.0,1.0,,,,,,25.0,25.0,,
manuscript_3892,,Islamic_Arabic_480,,manuscript,,Islamic_Arabic_480,1883,1884,,,,,,,,,,,,,,ar,1.0,Kitāb al-Mawāqif; كتاب المواقف,,,"ʿAbd al-Qādir ibn Muḥyī al-Dīn, Amir of Mascara, 1807?-1883 عبد القادر الجزائري، الأمير، 1222-1300 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,22.8,22.8,16.5,16.5,cm,1.0,1.0,,,,,,27.0,27.0,,
manuscript_3876,,Islamic_Arabic_395,,manuscript,,Islamic_Arabic_395,1893,1893,,,,,,,,,,,,,,ar,1.0,Al-ʿuqūd al-sunnīyah fī al-fatāwī al-Murādīyah,,,"Murādī, Muḥammad Khalīl ibn ʿAlī, 1759 or 1760-1791 or 1792 المرادي، محمد خليل بن علي، 1173-1206 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,22.2,22.2,16.0,16.0,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_3729,,Islamic_Arabic_1481,,manuscript,,Islamic_Arabic_1481,1856,1856,,,,,,,,,,,,,,ar,1.0,Commentary; Ḥikām al-ʿAṭāʾīyah,,,"Sharqāwī, ʿAbd Allāh ibn Ḥijāzī, 1737 or 8-1812 or 13 شرقاوي، عبد الله بن حجازي",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,23.5,23.5,16.7,16.7,cm,1.0,1.0,,,,,,25.0,25.0,,
manuscript_3862,,Islamic_Arabic_356,,manuscript,,Islamic_Arabic_356,1900,1933,,,,,,,,,,,,,,ar,1.0,Risālah fī al-ʿibārāt wa-al-tawḥīd,,,"Khuḍarī, Muḥammad, 1872-1927 الخضري، محمد، ١٨٧٢-١٩٢٧م",,rubrication illustration border,codex,,chart,,,,,,,,,"Catchwords on each leaf, lower left verso Modern foliation in pencil, upper left recto.",,naskh,naskh,,,,,,,,,,,,,,,20.0,20.0,13.9,13.9,cm,1.0,1.0,,,,,,17.0,17.0,,
manuscript_3857,,Islamic_Arabic_342,,manuscript,,Islamic_Arabic_342,1801,1900,,,,,,,,,,,,,,ar,1.0,Taflīs Iblīs li-yakshifa (al-kāshif) lil-nāẓir fīhi (ʿan) talbīs Iblīs fa-yumayyiza bayn al-khaṣīṣ wa-al-nafīs,,,"Ibn Ghānim, ʿIzz al-Dīn ʻAbd al-Salām ibn Aḥmad, -1279? ابن غانم، عبد السلام بن أحمد، ت. 678 هـ",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,22.8,22.8,16.2,16.2,cm,1.0,1.0,,,,,,15.0,15.0,,
manuscript_3772,,Islamic_Arabic_1654,,manuscript,,Islamic_Arabic_1654,1731,1732,,,,,,,,,,,,,,ar,1.0,Kharīdat al-ʿajāʾib wa-farīdat al-ghāraʾib; خريدة العجائب وفريدة الفرائب,,,"Ibn al-Wardī, Sirāj al-Dīn Abū Ḥafṣ ʿUmar, -1457 ابن الوردي، زين الدين ابو حفص بن عمر",,rubrication illustration border,codex,,chart,,,,,,,,,,,maghribi,maghribi,,,,,,,,,,,,,,,21.7,21.7,16.0,16.0,cm,1.0,1.0,,,,,,20.0,20.0,,
manuscript_3790,,Islamic_Arabic_197,,manuscript,,Islamic_Arabic_197,1680,1680,,,,,"At the beginning and end are inscriptions by owners, some of which are obliterated. The inscriptions of the two last owners on fol. 111v mention the names of Muḥammad ibn ʿAlī Shalabī Ghassāl and Muḥammad ibn Aḥmad Ḥusaynī with the year 1265",Muḥammad ibn ʿAlī Shalabī Ghassāl; Muḥammad ibn Aḥmad Ḥusaynī,,,,,,,,ar,1.0,Ghayat al-wuṣūl ilā ʿilm al-fuṣūl; غاية الوصول الى علم الفصول; Manhaj al-wuṣūl (منهج الوصول) ; Targhīb al-rāʾiḍ fī al-farāʾid,,,"Anṣārī, Zakarīyā ibn Muḥammad, ca. 1423-ca. 1520 أنصاري، زكريابن محمد",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,21.0,21.0,14.9,14.9,cm,1.0,1.0,,,,,,21.0,21.0,,
manuscript_3784,,Islamic_Arabic_1683,,manuscript,,Islamic_Arabic_1683,1801,1900,,,,,,,,,,,,,,ar,1.0,Kharīdat al-ʿajāʾib wa-farīdat al-ghāraʾib,,,"Ibn al-Wardī, Sirāj al-Dīn Abū Ḥafṣ ʿUmar, -1457 ابن الوردي، زين الدين ابو حفص بن عمر",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,23.6,23.6,17.3,17.3,cm,1.0,1.0,,,,,,23.0,23.0,,
manuscript_4000,,Islamic_Arabic_961,,manuscript,,Islamic_Arabic_961,1899,1899,,,,,,,,,,,,,,ar,1.0,Al-durr al-aghlá; در الاغلى; Al-dawr al-aʿlá الـدور الأعـلـى,,,"Muḥammad ibn Muḥammad al-Tāfilātī al-Khalwatī Muftī al-Quds, d. 1777 تافلاتي، محمد بن محمد",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,18.3,18.3,11.4,11.4,cm,1.0,1.0,,,,,,13.0,13.0,,
manuscript_3615,,Islamic_Arabic_1085,,manuscript,,Islamic_Arabic_1085,1861,1862,,,,,,,,,,,,,,ar,1.0,Commentary; Tafsīr al-Jalālayn تفسير الجلالين,,,"Aḥmad ibn Muḥammad al-Khalwatī al-Ṣāwī, d. 1241/1825",,rubrication illustration border,codex,,chart,,,,,,,,,,,naskh,naskh,,,,,,,,,,,,,,,21.3,21.3,16.1,16.1,cm,1.0,1.0,,,,,,21.0,21.0,,
